Vocab size: 65,536
num_layers: 20
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 524,288
Total batch size 524,288 => gradient accumulation steps: 1
Number of parameters: 560,988,160
Estimated FLOPs per token: 3.491758e+09
Calculated number of iterations from target data:param ratio: 21,400
Total number of training tokens: 11,219,763,200
Tokens : Params ratio: 20.00
Total training FLOPs estimate: 3.917670e+19
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
Step 00000 | Validation bpb: 3.3011
step 00000/21400 (0.00%) | loss: 11.090355 | grad norm: 0.4270 | lrm: 1.00 | dt: 73303.53ms | tok/sec: 7,152 | mfu: 0.32 | total time: 0.00m
step 11523/21400 (53.85%) | loss: 2.901451 | grad norm: 0.2460 | lrm: 1.00 | dt: 481.81ms | tok/sec: 1,088,157 | mfu: 48.02 | total time: 93.27m
step 11524/21400 (53.85%) | loss: 2.918704 | grad norm: 0.2092 | lrm: 1.00 | dt: 479.55ms | tok/sec: 1,093,302 | mfu: 48.25 | total time: 93.27m
step 11525/21400 (53.86%) | loss: 2.912765 | grad norm: 0.2061 | lrm: 1.00 | dt: 480.36ms | tok/sec: 1,091,455 | mfu: 48.17 | total time: 93.28m
step 11526/21400 (53.86%) | loss: 2.893779 | grad norm: 0.2459 | lrm: 1.00 | dt: 480.03ms | tok/sec: 1,092,194 | mfu: 48.20 | total time: 93.29m
step 11527/21400 (53.86%) | loss: 2.886249 | grad norm: 0.1786 | lrm: 1.00 | dt: 478.27ms | tok/sec: 1,096,225 | mfu: 48.38 | total time: 93.30m
step 11528/21400 (53.87%) | loss: 2.889538 | grad norm: 0.1736 | lrm: 1.00 | dt: 479.60ms | tok/sec: 1,093,183 | mfu: 48.24 | total time: 93.31m
step 11529/21400 (53.87%) | loss: 2.894527 | grad norm: 0.2080 | lrm: 1.00 | dt: 480.80ms | tok/sec: 1,090,445 | mfu: 48.12 | total time: 93.31m
step 11530/21400 (53.88%) | loss: 2.887131 | grad norm: 0.2979 | lrm: 1.00 | dt: 479.63ms | tok/sec: 1,093,100 | mfu: 48.24 | total time: 93.32m
step 11531/21400 (53.88%) | loss: 2.881622 | grad norm: 0.2183 | lrm: 1.00 | dt: 479.90ms | tok/sec: 1,092,493 | mfu: 48.21 | total time: 93.33m
step 11532/21400 (53.89%) | loss: 2.888698 | grad norm: 0.1954 | lrm: 1.00 | dt: 482.70ms | tok/sec: 1,086,150 | mfu: 47.93 | total time: 93.34m
step 11533/21400 (53.89%) | loss: 2.908565 | grad norm: 0.3441 | lrm: 1.00 | dt: 479.06ms | tok/sec: 1,094,414 | mfu: 48.30 | total time: 93.35m
step 11534/21400 (53.90%) | loss: 2.908276 | grad norm: 0.1943 | lrm: 1.00 | dt: 480.53ms | tok/sec: 1,091,070 | mfu: 48.15 | total time: 93.35m
step 11535/21400 (53.90%) | loss: 2.902728 | grad norm: 0.1948 | lrm: 1.00 | dt: 479.30ms | tok/sec: 1,093,855 | mfu: 48.27 | total time: 93.36m
step 11536/21400 (53.91%) | loss: 2.901891 | grad norm: 0.2582 | lrm: 1.00 | dt: 479.44ms | tok/sec: 1,093,547 | mfu: 48.26 | total time: 93.37m
step 11537/21400 (53.91%) | loss: 2.901822 | grad norm: 0.1990 | lrm: 1.00 | dt: 479.43ms | tok/sec: 1,093,564 | mfu: 48.26 | total time: 93.38m
step 11538/21400 (53.92%) | loss: 2.883532 | grad norm: 0.2179 | lrm: 1.00 | dt: 478.49ms | tok/sec: 1,095,723 | mfu: 48.36 | total time: 93.39m
step 11539/21400 (53.92%) | loss: 2.885647 | grad norm: 0.2907 | lrm: 1.00 | dt: 479.39ms | tok/sec: 1,093,656 | mfu: 48.27 | total time: 93.39m
step 11540/21400 (53.93%) | loss: 2.897842 | grad norm: 0.2241 | lrm: 1.00 | dt: 479.78ms | tok/sec: 1,092,763 | mfu: 48.23 | total time: 93.40m
step 11541/21400 (53.93%) | loss: 2.886060 | grad norm: 0.1865 | lrm: 1.00 | dt: 480.00ms | tok/sec: 1,092,264 | mfu: 48.20 | total time: 93.41m
step 11542/21400 (53.93%) | loss: 2.895258 | grad norm: 0.1859 | lrm: 1.00 | dt: 478.48ms | tok/sec: 1,095,732 | mfu: 48.36 | total time: 93.42m
step 11543/21400 (53.94%) | loss: 2.908453 | grad norm: 0.2070 | lrm: 1.00 | dt: 479.43ms | tok/sec: 1,093,570 | mfu: 48.26 | total time: 93.43m
step 11544/21400 (53.94%) | loss: 2.904202 | grad norm: 0.2014 | lrm: 1.00 | dt: 479.36ms | tok/sec: 1,093,720 | mfu: 48.27 | total time: 93.43m
step 11545/21400 (53.95%) | loss: 2.888483 | grad norm: 0.2118 | lrm: 1.00 | dt: 481.15ms | tok/sec: 1,089,656 | mfu: 48.09 | total time: 93.44m
step 11546/21400 (53.95%) | loss: 2.896398 | grad norm: 0.2238 | lrm: 1.00 | dt: 480.15ms | tok/sec: 1,091,932 | mfu: 48.19 | total time: 93.45m
step 11547/21400 (53.96%) | loss: 2.892306 | grad norm: 0.2002 | lrm: 1.00 | dt: 480.81ms | tok/sec: 1,090,426 | mfu: 48.12 | total time: 93.46m
step 11548/21400 (53.96%) | loss: 2.898114 | grad norm: 0.2107 | lrm: 1.00 | dt: 477.43ms | tok/sec: 1,098,137 | mfu: 48.46 | total time: 93.47m
step 11549/21400 (53.97%) | loss: 2.887009 | grad norm: 0.1804 | lrm: 1.00 | dt: 480.22ms | tok/sec: 1,091,773 | mfu: 48.18 | total time: 93.47m
step 11550/21400 (53.97%) | loss: 2.889698 | grad norm: 0.2454 | lrm: 1.00 | dt: 479.13ms | tok/sec: 1,094,259 | mfu: 48.29 | total time: 93.48m
step 11551/21400 (53.98%) | loss: 2.875016 | grad norm: 0.2612 | lrm: 1.00 | dt: 478.06ms | tok/sec: 1,096,695 | mfu: 48.40 | total time: 93.49m
step 11552/21400 (53.98%) | loss: 2.867941 | grad norm: 0.2785 | lrm: 1.00 | dt: 478.07ms | tok/sec: 1,096,671 | mfu: 48.40 | total time: 93.50m
step 11553/21400 (53.99%) | loss: 2.867266 | grad norm: 0.3766 | lrm: 1.00 | dt: 480.62ms | tok/sec: 1,090,850 | mfu: 48.14 | total time: 93.51m
step 11554/21400 (53.99%) | loss: 2.882103 | grad norm: 0.2144 | lrm: 1.00 | dt: 480.47ms | tok/sec: 1,091,191 | mfu: 48.16 | total time: 93.51m
step 11555/21400 (54.00%) | loss: 2.857983 | grad norm: 0.2316 | lrm: 1.00 | dt: 478.39ms | tok/sec: 1,095,941 | mfu: 48.37 | total time: 93.52m
step 11556/21400 (54.00%) | loss: 2.863101 | grad norm: 0.2007 | lrm: 1.00 | dt: 480.04ms | tok/sec: 1,092,168 | mfu: 48.20 | total time: 93.53m
step 11557/21400 (54.00%) | loss: 2.882495 | grad norm: 0.2252 | lrm: 1.00 | dt: 479.56ms | tok/sec: 1,093,278 | mfu: 48.25 | total time: 93.54m
step 11558/21400 (54.01%) | loss: 2.894358 | grad norm: 0.2349 | lrm: 1.00 | dt: 478.21ms | tok/sec: 1,096,345 | mfu: 48.38 | total time: 93.55m
step 11559/21400 (54.01%) | loss: 2.899613 | grad norm: 0.1975 | lrm: 1.00 | dt: 478.96ms | tok/sec: 1,094,642 | mfu: 48.31 | total time: 93.55m
step 11560/21400 (54.02%) | loss: 2.887468 | grad norm: 0.1908 | lrm: 1.00 | dt: 480.35ms | tok/sec: 1,091,478 | mfu: 48.17 | total time: 93.56m
step 11561/21400 (54.02%) | loss: 2.866170 | grad norm: 0.2818 | lrm: 1.00 | dt: 477.89ms | tok/sec: 1,097,097 | mfu: 48.42 | total time: 93.57m
step 11562/21400 (54.03%) | loss: 2.876371 | grad norm: 0.2243 | lrm: 1.00 | dt: 478.76ms | tok/sec: 1,095,090 | mfu: 48.33 | total time: 93.58m
step 11563/21400 (54.03%) | loss: 2.866251 | grad norm: 0.2057 | lrm: 1.00 | dt: 476.18ms | tok/sec: 1,101,039 | mfu: 48.59 | total time: 93.59m
step 11564/21400 (54.04%) | loss: 2.867999 | grad norm: 0.1894 | lrm: 1.00 | dt: 479.94ms | tok/sec: 1,092,397 | mfu: 48.21 | total time: 93.59m
step 11565/21400 (54.04%) | loss: 2.870177 | grad norm: 0.1982 | lrm: 1.00 | dt: 481.21ms | tok/sec: 1,089,509 | mfu: 48.08 | total time: 93.60m
step 11566/21400 (54.05%) | loss: 2.884309 | grad norm: 0.2592 | lrm: 1.00 | dt: 476.90ms | tok/sec: 1,099,368 | mfu: 48.52 | total time: 93.61m
step 11567/21400 (54.05%) | loss: 2.873387 | grad norm: 0.2095 | lrm: 1.00 | dt: 481.29ms | tok/sec: 1,089,342 | mfu: 48.08 | total time: 93.62m
step 11568/21400 (54.06%) | loss: 2.867027 | grad norm: 0.2188 | lrm: 1.00 | dt: 479.45ms | tok/sec: 1,093,516 | mfu: 48.26 | total time: 93.63m
step 11569/21400 (54.06%) | loss: 2.876190 | grad norm: 0.3020 | lrm: 1.00 | dt: 480.52ms | tok/sec: 1,091,081 | mfu: 48.15 | total time: 93.63m
step 11570/21400 (54.07%) | loss: 2.876667 | grad norm: 0.2094 | lrm: 1.00 | dt: 479.17ms | tok/sec: 1,094,153 | mfu: 48.29 | total time: 93.64m
step 11571/21400 (54.07%) | loss: 2.880880 | grad norm: 0.1906 | lrm: 1.00 | dt: 480.02ms | tok/sec: 1,092,221 | mfu: 48.20 | total time: 93.65m
step 11572/21400 (54.07%) | loss: 2.888533 | grad norm: 0.4269 | lrm: 1.00 | dt: 478.70ms | tok/sec: 1,095,222 | mfu: 48.33 | total time: 93.66m
step 11573/21400 (54.08%) | loss: 2.897340 | grad norm: 0.4862 | lrm: 1.00 | dt: 480.49ms | tok/sec: 1,091,155 | mfu: 48.16 | total time: 93.67m
step 11574/21400 (54.08%) | loss: 2.913165 | grad norm: 0.3492 | lrm: 1.00 | dt: 480.74ms | tok/sec: 1,090,574 | mfu: 48.13 | total time: 93.67m
step 11575/21400 (54.09%) | loss: 2.908238 | grad norm: 0.2268 | lrm: 1.00 | dt: 478.34ms | tok/sec: 1,096,067 | mfu: 48.37 | total time: 93.68m
step 11576/21400 (54.09%) | loss: 2.913632 | grad norm: 0.3167 | lrm: 1.00 | dt: 479.28ms | tok/sec: 1,093,917 | mfu: 48.28 | total time: 93.69m
step 11577/21400 (54.10%) | loss: 2.913185 | grad norm: 0.1998 | lrm: 1.00 | dt: 479.34ms | tok/sec: 1,093,771 | mfu: 48.27 | total time: 93.70m
step 11578/21400 (54.10%) | loss: 2.912927 | grad norm: 0.1848 | lrm: 1.00 | dt: 479.21ms | tok/sec: 1,094,056 | mfu: 48.28 | total time: 93.71m
step 11579/21400 (54.11%) | loss: 2.907330 | grad norm: 0.3278 | lrm: 1.00 | dt: 480.05ms | tok/sec: 1,092,159 | mfu: 48.20 | total time: 93.71m
step 11580/21400 (54.11%) | loss: 2.912712 | grad norm: 0.2048 | lrm: 1.00 | dt: 479.76ms | tok/sec: 1,092,811 | mfu: 48.23 | total time: 93.72m
step 11581/21400 (54.12%) | loss: 2.928811 | grad norm: 0.3510 | lrm: 1.00 | dt: 479.60ms | tok/sec: 1,093,166 | mfu: 48.24 | total time: 93.73m
step 11582/21400 (54.12%) | loss: 2.955801 | grad norm: 0.2882 | lrm: 1.00 | dt: 479.53ms | tok/sec: 1,093,333 | mfu: 48.25 | total time: 93.74m
step 11583/21400 (54.13%) | loss: 2.961256 | grad norm: 0.2525 | lrm: 1.00 | dt: 479.01ms | tok/sec: 1,094,518 | mfu: 48.30 | total time: 93.75m
step 11584/21400 (54.13%) | loss: 2.957959 | grad norm: 0.2649 | lrm: 1.00 | dt: 479.44ms | tok/sec: 1,093,553 | mfu: 48.26 | total time: 93.75m
step 11585/21400 (54.14%) | loss: 2.946005 | grad norm: 0.3060 | lrm: 1.00 | dt: 479.93ms | tok/sec: 1,092,427 | mfu: 48.21 | total time: 93.76m
step 11586/21400 (54.14%) | loss: 2.942157 | grad norm: 0.2098 | lrm: 1.00 | dt: 480.17ms | tok/sec: 1,091,881 | mfu: 48.19 | total time: 93.77m
step 11587/21400 (54.14%) | loss: 2.934989 | grad norm: 0.4238 | lrm: 1.00 | dt: 478.16ms | tok/sec: 1,096,471 | mfu: 48.39 | total time: 93.78m
step 11588/21400 (54.15%) | loss: 2.921517 | grad norm: 0.3349 | lrm: 1.00 | dt: 479.23ms | tok/sec: 1,094,023 | mfu: 48.28 | total time: 93.79m
step 11589/21400 (54.15%) | loss: 2.937535 | grad norm: 0.2170 | lrm: 1.00 | dt: 480.90ms | tok/sec: 1,090,222 | mfu: 48.11 | total time: 93.79m
step 11590/21400 (54.16%) | loss: 2.925886 | grad norm: 0.2222 | lrm: 1.00 | dt: 479.20ms | tok/sec: 1,094,084 | mfu: 48.28 | total time: 93.80m
step 11591/21400 (54.16%) | loss: 2.921456 | grad norm: 0.2719 | lrm: 1.00 | dt: 479.90ms | tok/sec: 1,092,495 | mfu: 48.21 | total time: 93.81m
step 11592/21400 (54.17%) | loss: 2.926918 | grad norm: 0.2269 | lrm: 1.00 | dt: 481.59ms | tok/sec: 1,088,657 | mfu: 48.05 | total time: 93.82m
step 11593/21400 (54.17%) | loss: 2.925424 | grad norm: 0.2496 | lrm: 1.00 | dt: 477.36ms | tok/sec: 1,098,313 | mfu: 48.47 | total time: 93.83m
step 11594/21400 (54.18%) | loss: 2.914466 | grad norm: 0.2088 | lrm: 1.00 | dt: 479.33ms | tok/sec: 1,093,786 | mfu: 48.27 | total time: 93.83m
step 11595/21400 (54.18%) | loss: 2.936105 | grad norm: 0.2459 | lrm: 1.00 | dt: 481.30ms | tok/sec: 1,089,310 | mfu: 48.07 | total time: 93.84m
step 11596/21400 (54.19%) | loss: 2.951095 | grad norm: 0.2776 | lrm: 1.00 | dt: 479.57ms | tok/sec: 1,093,244 | mfu: 48.25 | total time: 93.85m
step 11597/21400 (54.19%) | loss: 2.956704 | grad norm: 0.1886 | lrm: 1.00 | dt: 477.68ms | tok/sec: 1,097,570 | mfu: 48.44 | total time: 93.86m
step 11598/21400 (54.20%) | loss: 2.939211 | grad norm: 0.2185 | lrm: 1.00 | dt: 478.26ms | tok/sec: 1,096,248 | mfu: 48.38 | total time: 93.87m
step 11599/21400 (54.20%) | loss: 2.936742 | grad norm: 0.2057 | lrm: 1.00 | dt: 488.74ms | tok/sec: 1,072,741 | mfu: 47.34 | total time: 93.87m
step 11600/21400 (54.21%) | loss: 2.927190 | grad norm: 0.2280 | lrm: 1.00 | dt: 477.42ms | tok/sec: 1,098,162 | mfu: 48.46 | total time: 93.88m
step 11601/21400 (54.21%) | loss: 2.934825 | grad norm: 0.1926 | lrm: 1.00 | dt: 479.71ms | tok/sec: 1,092,934 | mfu: 48.23 | total time: 93.89m
step 11602/21400 (54.21%) | loss: 2.932232 | grad norm: 0.3393 | lrm: 1.00 | dt: 479.48ms | tok/sec: 1,093,451 | mfu: 48.26 | total time: 93.90m
step 11603/21400 (54.22%) | loss: 2.931983 | grad norm: 0.1896 | lrm: 1.00 | dt: 478.97ms | tok/sec: 1,094,609 | mfu: 48.31 | total time: 93.91m
step 11604/21400 (54.22%) | loss: 2.924197 | grad norm: 0.2172 | lrm: 1.00 | dt: 480.06ms | tok/sec: 1,092,119 | mfu: 48.20 | total time: 93.91m
step 11605/21400 (54.23%) | loss: 2.929390 | grad norm: 0.2365 | lrm: 1.00 | dt: 479.85ms | tok/sec: 1,092,605 | mfu: 48.22 | total time: 93.92m
step 11606/21400 (54.23%) | loss: 2.925201 | grad norm: 0.2389 | lrm: 1.00 | dt: 479.47ms | tok/sec: 1,093,464 | mfu: 48.26 | total time: 93.93m
step 11607/21400 (54.24%) | loss: 2.901185 | grad norm: 0.2200 | lrm: 1.00 | dt: 477.99ms | tok/sec: 1,096,857 | mfu: 48.41 | total time: 93.94m
step 11608/21400 (54.24%) | loss: 2.896575 | grad norm: 0.3055 | lrm: 1.00 | dt: 481.29ms | tok/sec: 1,089,331 | mfu: 48.07 | total time: 93.95m
step 11609/21400 (54.25%) | loss: 2.899503 | grad norm: 0.2988 | lrm: 1.00 | dt: 480.82ms | tok/sec: 1,090,406 | mfu: 48.12 | total time: 93.95m
step 11610/21400 (54.25%) | loss: 2.899403 | grad norm: 0.1906 | lrm: 1.00 | dt: 477.98ms | tok/sec: 1,096,893 | mfu: 48.41 | total time: 93.96m
step 11611/21400 (54.26%) | loss: 2.895433 | grad norm: 0.2615 | lrm: 1.00 | dt: 478.81ms | tok/sec: 1,094,983 | mfu: 48.32 | total time: 93.97m
step 11612/21400 (54.26%) | loss: 2.898758 | grad norm: 0.1898 | lrm: 1.00 | dt: 478.05ms | tok/sec: 1,096,730 | mfu: 48.40 | total time: 93.98m
step 11613/21400 (54.27%) | loss: 2.896088 | grad norm: 0.2323 | lrm: 1.00 | dt: 476.59ms | tok/sec: 1,100,091 | mfu: 48.55 | total time: 93.99m
step 11614/21400 (54.27%) | loss: 2.897988 | grad norm: 0.2141 | lrm: 1.00 | dt: 478.04ms | tok/sec: 1,096,751 | mfu: 48.40 | total time: 93.99m
step 11615/21400 (54.28%) | loss: 2.900161 | grad norm: 0.2105 | lrm: 1.00 | dt: 480.35ms | tok/sec: 1,091,464 | mfu: 48.17 | total time: 94.00m
step 11616/21400 (54.28%) | loss: 2.903026 | grad norm: 0.3495 | lrm: 1.00 | dt: 484.14ms | tok/sec: 1,082,934 | mfu: 47.79 | total time: 94.01m
step 11617/21400 (54.29%) | loss: 2.888465 | grad norm: 0.2448 | lrm: 1.00 | dt: 478.84ms | tok/sec: 1,094,904 | mfu: 48.32 | total time: 94.02m
step 11618/21400 (54.29%) | loss: 2.888358 | grad norm: 0.1914 | lrm: 1.00 | dt: 479.65ms | tok/sec: 1,093,074 | mfu: 48.24 | total time: 94.03m
step 11619/21400 (54.29%) | loss: 2.892138 | grad norm: 0.2452 | lrm: 1.00 | dt: 480.58ms | tok/sec: 1,090,952 | mfu: 48.15 | total time: 94.03m
step 11620/21400 (54.30%) | loss: 2.885305 | grad norm: 0.1926 | lrm: 1.00 | dt: 478.63ms | tok/sec: 1,095,396 | mfu: 48.34 | total time: 94.04m
step 11621/21400 (54.30%) | loss: 2.888749 | grad norm: 0.1917 | lrm: 1.00 | dt: 478.74ms | tok/sec: 1,095,134 | mfu: 48.33 | total time: 94.05m
step 11622/21400 (54.31%) | loss: 2.881593 | grad norm: 0.2058 | lrm: 1.00 | dt: 479.64ms | tok/sec: 1,093,096 | mfu: 48.24 | total time: 94.06m
step 11623/21400 (54.31%) | loss: 2.878576 | grad norm: 0.2025 | lrm: 1.00 | dt: 479.60ms | tok/sec: 1,093,185 | mfu: 48.24 | total time: 94.07m
step 11624/21400 (54.32%) | loss: 2.817136 | grad norm: 0.3340 | lrm: 1.00 | dt: 480.32ms | tok/sec: 1,091,528 | mfu: 48.17 | total time: 94.07m
step 11625/21400 (54.32%) | loss: 2.824494 | grad norm: 0.2094 | lrm: 1.00 | dt: 476.57ms | tok/sec: 1,100,132 | mfu: 48.55 | total time: 94.08m
step 11626/21400 (54.33%) | loss: 2.822651 | grad norm: 0.5884 | lrm: 1.00 | dt: 482.59ms | tok/sec: 1,086,413 | mfu: 47.95 | total time: 94.09m
step 11627/21400 (54.33%) | loss: 2.816444 | grad norm: 0.5961 | lrm: 1.00 | dt: 478.61ms | tok/sec: 1,095,427 | mfu: 48.34 | total time: 94.10m
step 11628/21400 (54.34%) | loss: 2.812470 | grad norm: 0.2973 | lrm: 1.00 | dt: 480.39ms | tok/sec: 1,091,378 | mfu: 48.17 | total time: 94.11m
step 11629/21400 (54.34%) | loss: 2.814427 | grad norm: 0.2886 | lrm: 1.00 | dt: 479.35ms | tok/sec: 1,093,737 | mfu: 48.27 | total time: 94.11m
step 11630/21400 (54.35%) | loss: 2.813822 | grad norm: 0.2318 | lrm: 1.00 | dt: 476.32ms | tok/sec: 1,100,706 | mfu: 48.58 | total time: 94.12m
step 11631/21400 (54.35%) | loss: 2.806109 | grad norm: 0.2124 | lrm: 1.00 | dt: 479.39ms | tok/sec: 1,093,665 | mfu: 48.27 | total time: 94.13m
step 11632/21400 (54.36%) | loss: 2.796112 | grad norm: 0.4508 | lrm: 1.00 | dt: 481.16ms | tok/sec: 1,089,623 | mfu: 48.09 | total time: 94.14m
step 11633/21400 (54.36%) | loss: 2.795461 | grad norm: 0.2051 | lrm: 1.00 | dt: 478.45ms | tok/sec: 1,095,801 | mfu: 48.36 | total time: 94.15m
step 11634/21400 (54.36%) | loss: 2.808496 | grad norm: 0.2941 | lrm: 1.00 | dt: 479.31ms | tok/sec: 1,093,831 | mfu: 48.27 | total time: 94.15m
step 11635/21400 (54.37%) | loss: 2.811768 | grad norm: 0.2252 | lrm: 1.00 | dt: 480.50ms | tok/sec: 1,091,125 | mfu: 48.15 | total time: 94.16m
step 11636/21400 (54.37%) | loss: 2.828331 | grad norm: 0.1897 | lrm: 1.00 | dt: 480.82ms | tok/sec: 1,090,413 | mfu: 48.12 | total time: 94.17m
step 11637/21400 (54.38%) | loss: 2.824200 | grad norm: 0.3336 | lrm: 1.00 | dt: 480.06ms | tok/sec: 1,092,138 | mfu: 48.20 | total time: 94.18m
step 11638/21400 (54.38%) | loss: 2.833238 | grad norm: 0.2052 | lrm: 1.00 | dt: 479.53ms | tok/sec: 1,093,333 | mfu: 48.25 | total time: 94.19m
step 11639/21400 (54.39%) | loss: 2.850852 | grad norm: 0.2027 | lrm: 1.00 | dt: 480.18ms | tok/sec: 1,091,868 | mfu: 48.19 | total time: 94.19m
step 11640/21400 (54.39%) | loss: 2.857020 | grad norm: 0.1933 | lrm: 1.00 | dt: 477.65ms | tok/sec: 1,097,639 | mfu: 48.44 | total time: 94.20m
step 11641/21400 (54.40%) | loss: 2.862145 | grad norm: 0.1836 | lrm: 1.00 | dt: 479.73ms | tok/sec: 1,092,875 | mfu: 48.23 | total time: 94.21m
step 11642/21400 (54.40%) | loss: 2.872547 | grad norm: 0.2013 | lrm: 1.00 | dt: 478.75ms | tok/sec: 1,095,108 | mfu: 48.33 | total time: 94.22m
step 11643/21400 (54.41%) | loss: 2.876397 | grad norm: 0.2081 | lrm: 1.00 | dt: 480.72ms | tok/sec: 1,090,628 | mfu: 48.13 | total time: 94.23m
step 11644/21400 (54.41%) | loss: 2.882689 | grad norm: 0.2323 | lrm: 1.00 | dt: 483.59ms | tok/sec: 1,084,148 | mfu: 47.85 | total time: 94.23m
step 11645/21400 (54.42%) | loss: 2.881122 | grad norm: 0.2359 | lrm: 1.00 | dt: 477.76ms | tok/sec: 1,097,398 | mfu: 48.43 | total time: 94.24m
step 11646/21400 (54.42%) | loss: 2.889692 | grad norm: 0.2003 | lrm: 1.00 | dt: 483.68ms | tok/sec: 1,083,958 | mfu: 47.84 | total time: 94.25m
step 11647/21400 (54.43%) | loss: 2.885213 | grad norm: 0.2004 | lrm: 1.00 | dt: 479.82ms | tok/sec: 1,092,686 | mfu: 48.22 | total time: 94.26m
step 11648/21400 (54.43%) | loss: 2.888147 | grad norm: 0.2491 | lrm: 1.00 | dt: 480.63ms | tok/sec: 1,090,828 | mfu: 48.14 | total time: 94.27m
step 11649/21400 (54.43%) | loss: 2.890655 | grad norm: 0.2088 | lrm: 1.00 | dt: 480.43ms | tok/sec: 1,091,299 | mfu: 48.16 | total time: 94.27m
step 11650/21400 (54.44%) | loss: 2.880104 | grad norm: 0.2029 | lrm: 1.00 | dt: 480.32ms | tok/sec: 1,091,531 | mfu: 48.17 | total time: 94.28m
step 11651/21400 (54.44%) | loss: 2.884363 | grad norm: 0.2158 | lrm: 1.00 | dt: 479.81ms | tok/sec: 1,092,704 | mfu: 48.22 | total time: 94.29m
step 11652/21400 (54.45%) | loss: 2.879066 | grad norm: 0.2223 | lrm: 1.00 | dt: 480.53ms | tok/sec: 1,091,066 | mfu: 48.15 | total time: 94.30m
step 11653/21400 (54.45%) | loss: 2.876204 | grad norm: 0.9649 | lrm: 1.00 | dt: 479.78ms | tok/sec: 1,092,775 | mfu: 48.23 | total time: 94.31m
step 11654/21400 (54.46%) | loss: 2.878860 | grad norm: 0.2191 | lrm: 1.00 | dt: 481.14ms | tok/sec: 1,089,679 | mfu: 48.09 | total time: 94.31m
step 11655/21400 (54.46%) | loss: 2.863880 | grad norm: 0.2653 | lrm: 1.00 | dt: 480.54ms | tok/sec: 1,091,036 | mfu: 48.15 | total time: 94.32m
step 11656/21400 (54.47%) | loss: 2.877678 | grad norm: 0.2182 | lrm: 1.00 | dt: 480.17ms | tok/sec: 1,091,881 | mfu: 48.19 | total time: 94.33m
step 11657/21400 (54.47%) | loss: 2.877848 | grad norm: 0.2023 | lrm: 1.00 | dt: 479.11ms | tok/sec: 1,094,292 | mfu: 48.29 | total time: 94.34m
step 11658/21400 (54.48%) | loss: 2.874770 | grad norm: 0.2093 | lrm: 1.00 | dt: 480.55ms | tok/sec: 1,091,027 | mfu: 48.15 | total time: 94.35m
step 11659/21400 (54.48%) | loss: 2.881459 | grad norm: 0.3202 | lrm: 1.00 | dt: 480.17ms | tok/sec: 1,091,869 | mfu: 48.19 | total time: 94.35m
step 11660/21400 (54.49%) | loss: 2.890789 | grad norm: 0.2056 | lrm: 1.00 | dt: 480.58ms | tok/sec: 1,090,959 | mfu: 48.15 | total time: 94.36m
step 11661/21400 (54.49%) | loss: 2.896091 | grad norm: 0.1946 | lrm: 1.00 | dt: 478.12ms | tok/sec: 1,096,554 | mfu: 48.39 | total time: 94.37m
step 11662/21400 (54.50%) | loss: 2.883766 | grad norm: 0.3260 | lrm: 1.00 | dt: 478.92ms | tok/sec: 1,094,727 | mfu: 48.31 | total time: 94.38m
step 11663/21400 (54.50%) | loss: 2.880822 | grad norm: 0.2213 | lrm: 1.00 | dt: 481.54ms | tok/sec: 1,088,776 | mfu: 48.05 | total time: 94.39m
step 11664/21400 (54.50%) | loss: 2.883835 | grad norm: 0.2562 | lrm: 1.00 | dt: 477.94ms | tok/sec: 1,096,981 | mfu: 48.41 | total time: 94.39m
step 11665/21400 (54.51%) | loss: 2.889337 | grad norm: 0.2038 | lrm: 1.00 | dt: 478.95ms | tok/sec: 1,094,666 | mfu: 48.31 | total time: 94.40m
step 11666/21400 (54.51%) | loss: 2.884293 | grad norm: 0.1869 | lrm: 1.00 | dt: 482.08ms | tok/sec: 1,087,562 | mfu: 48.00 | total time: 94.41m
step 11667/21400 (54.52%) | loss: 2.888626 | grad norm: 0.2153 | lrm: 1.00 | dt: 480.56ms | tok/sec: 1,090,983 | mfu: 48.15 | total time: 94.42m
step 11668/21400 (54.52%) | loss: 2.887740 | grad norm: 0.1952 | lrm: 1.00 | dt: 480.76ms | tok/sec: 1,090,549 | mfu: 48.13 | total time: 94.43m
step 11669/21400 (54.53%) | loss: 2.884931 | grad norm: 0.1907 | lrm: 1.00 | dt: 476.57ms | tok/sec: 1,100,135 | mfu: 48.55 | total time: 94.43m
step 11670/21400 (54.53%) | loss: 2.887704 | grad norm: 0.2523 | lrm: 1.00 | dt: 477.32ms | tok/sec: 1,098,390 | mfu: 48.47 | total time: 94.44m
step 11671/21400 (54.54%) | loss: 2.892379 | grad norm: 0.2091 | lrm: 1.00 | dt: 477.50ms | tok/sec: 1,097,987 | mfu: 48.46 | total time: 94.45m
