2025-11-30 21:00:33,911 - nanochat.checkpoint_manager - [32m[1mINFO[0m - No model tag provided, guessing model tag: d20
2025-11-30 21:00:33,912 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Loading model from /home/ubuntu/.cache/nanochat/mid_checkpoints/d20 with step 808
2025-11-30 21:00:35,162 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Building model with config: {'sequence_len': 2048, 'vocab_size': 65536, 'n_layer': 20, 'n_head': 10, 'n_kv_head': 10, 'n_embd': 1280}
Target examples per step: 32
Device batch size: 4
Examples per step is device_batch_size * ddp_world_size: 32
=> Setting grad accum steps: 1
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
Step 00000 | Validation loss: 1.017535
Step 00000/00701 | Training loss: 0.977048| lrm: 1.000000| num_tokens: 10,466
Step 00620/00701 | Training loss: 1.062591| lrm: 0.115549| num_tokens: 12,228
Step 00621/00701 | Training loss: 0.999978| lrm: 0.114123| num_tokens: 8,977
Step 00622/00701 | Training loss: 0.636187| lrm: 0.112696| num_tokens: 6,748
Step 00623/00701 | Training loss: 0.772975| lrm: 0.111270| num_tokens: 13,482
Step 00624/00701 | Training loss: 0.979816| lrm: 0.109843| num_tokens: 11,419
Step 00625/00701 | Training loss: 1.194508| lrm: 0.108417| num_tokens: 9,960
Step 00626/00701 | Training loss: 0.986552| lrm: 0.106990| num_tokens: 10,377
Step 00627/00701 | Training loss: 0.948617| lrm: 0.105563| num_tokens: 8,388
Step 00628/00701 | Training loss: 1.032453| lrm: 0.104137| num_tokens: 9,380
Step 00629/00701 | Training loss: 1.218420| lrm: 0.102710| num_tokens: 11,667
Step 00630/00701 | Training loss: 1.013900| lrm: 0.101284| num_tokens: 11,189
Step 00631/00701 | Training loss: 1.087871| lrm: 0.099857| num_tokens: 11,108
Step 00632/00701 | Training loss: 0.995815| lrm: 0.098431| num_tokens: 11,425
Step 00633/00701 | Training loss: 1.041842| lrm: 0.097004| num_tokens: 10,780
Step 00634/00701 | Training loss: 0.742178| lrm: 0.095578| num_tokens: 8,335
Step 00635/00701 | Training loss: 0.627768| lrm: 0.094151| num_tokens: 12,937
Step 00636/00701 | Training loss: 1.608795| lrm: 0.092725| num_tokens: 8,767
Step 00637/00701 | Training loss: 1.113993| lrm: 0.091298| num_tokens: 14,092
Step 00638/00701 | Training loss: 1.110543| lrm: 0.089872| num_tokens: 9,224
Step 00639/00701 | Training loss: 0.743269| lrm: 0.088445| num_tokens: 12,485
Step 00640/00701 | Training loss: 1.078288| lrm: 0.087019| num_tokens: 12,952
Step 00641/00701 | Training loss: 1.266070| lrm: 0.085592| num_tokens: 9,450
Step 00642/00701 | Training loss: 1.242364| lrm: 0.084165| num_tokens: 12,985
Step 00643/00701 | Training loss: 0.838491| lrm: 0.082739| num_tokens: 8,890
Step 00644/00701 | Training loss: 1.343226| lrm: 0.081312| num_tokens: 8,515
Step 00645/00701 | Training loss: 1.206944| lrm: 0.079886| num_tokens: 14,196
Step 00646/00701 | Training loss: 0.574244| lrm: 0.078459| num_tokens: 13,224
Step 00647/00701 | Training loss: 1.289369| lrm: 0.077033| num_tokens: 9,157
Step 00648/00701 | Training loss: 0.711776| lrm: 0.075606| num_tokens: 9,040
Step 00649/00701 | Training loss: 0.719556| lrm: 0.074180| num_tokens: 14,037
Step 00650/00701 | Training loss: 0.760805| lrm: 0.072753| num_tokens: 5,963
Step 00651/00701 | Training loss: 0.960547| lrm: 0.071327| num_tokens: 15,333
Step 00652/00701 | Training loss: 0.978859| lrm: 0.069900| num_tokens: 10,486
Step 00653/00701 | Training loss: 1.029290| lrm: 0.068474| num_tokens: 8,748
Step 00654/00701 | Training loss: 1.029676| lrm: 0.067047| num_tokens: 10,346
Step 00655/00701 | Training loss: 0.410298| lrm: 0.065621| num_tokens: 11,278
Step 00656/00701 | Training loss: 0.659129| lrm: 0.064194| num_tokens: 10,805
Step 00657/00701 | Training loss: 1.012633| lrm: 0.062767| num_tokens: 10,353
Step 00658/00701 | Training loss: 0.726918| lrm: 0.061341| num_tokens: 10,027
Step 00659/00701 | Training loss: 0.420437| lrm: 0.059914| num_tokens: 11,324
Step 00660/00701 | Training loss: 1.122667| lrm: 0.058488| num_tokens: 8,166
Step 00661/00701 | Training loss: 0.763163| lrm: 0.057061| num_tokens: 11,277
Step 00662/00701 | Training loss: 1.056241| lrm: 0.055635| num_tokens: 8,088
Step 00663/00701 | Training loss: 0.990940| lrm: 0.054208| num_tokens: 9,365
Step 00664/00701 | Training loss: 0.641331| lrm: 0.052782| num_tokens: 10,132
Step 00665/00701 | Training loss: 0.679602| lrm: 0.051355| num_tokens: 9,223
Step 00666/00701 | Training loss: 1.069211| lrm: 0.049929| num_tokens: 12,028
Step 00667/00701 | Training loss: 0.746847| lrm: 0.048502| num_tokens: 12,278
Step 00668/00701 | Training loss: 0.926038| lrm: 0.047076| num_tokens: 13,148
Step 00669/00701 | Training loss: 0.898869| lrm: 0.045649| num_tokens: 9,244
Step 00670/00701 | Training loss: 0.833983| lrm: 0.044223| num_tokens: 11,272
Step 00671/00701 | Training loss: 0.682537| lrm: 0.042796| num_tokens: 9,958
Step 00672/00701 | Training loss: 1.146627| lrm: 0.041369| num_tokens: 11,635
Step 00673/00701 | Training loss: 1.011553| lrm: 0.039943| num_tokens: 9,736
Step 00674/00701 | Training loss: 0.671581| lrm: 0.038516| num_tokens: 9,781
Step 00675/00701 | Training loss: 0.524962| lrm: 0.037090| num_tokens: 10,475
Step 00676/00701 | Training loss: 0.694858| lrm: 0.035663| num_tokens: 9,690
Step 00677/00701 | Training loss: 0.828047| lrm: 0.034237| num_tokens: 16,501
Step 00678/00701 | Training loss: 0.896392| lrm: 0.032810| num_tokens: 12,799
Step 00679/00701 | Training loss: 0.800295| lrm: 0.031384| num_tokens: 7,782
Step 00680/00701 | Training loss: 0.934515| lrm: 0.029957| num_tokens: 14,144
Step 00681/00701 | Training loss: 1.072741| lrm: 0.028531| num_tokens: 8,384
Step 00682/00701 | Training loss: 0.866917| lrm: 0.027104| num_tokens: 14,386
Step 00683/00701 | Training loss: 0.985253| lrm: 0.025678| num_tokens: 9,148
Step 00684/00701 | Training loss: 1.052458| lrm: 0.024251| num_tokens: 12,728
Step 00685/00701 | Training loss: 0.860402| lrm: 0.022825| num_tokens: 10,770
Step 00686/00701 | Training loss: 0.984616| lrm: 0.021398| num_tokens: 9,747
Step 00687/00701 | Training loss: 0.755424| lrm: 0.019971| num_tokens: 12,622
Step 00688/00701 | Training loss: 0.848354| lrm: 0.018545| num_tokens: 11,487
Step 00689/00701 | Training loss: 0.641019| lrm: 0.017118| num_tokens: 9,652
Step 00690/00701 | Training loss: 0.865964| lrm: 0.015692| num_tokens: 9,456
Step 00691/00701 | Training loss: 0.966582| lrm: 0.014265| num_tokens: 10,567
Step 00692/00701 | Training loss: 0.804496| lrm: 0.012839| num_tokens: 12,148
Step 00693/00701 | Training loss: 0.892150| lrm: 0.011412| num_tokens: 11,030
Step 00694/00701 | Training loss: 0.024548| lrm: 0.009986| num_tokens: 10,060
Step 00695/00701 | Training loss: 0.831299| lrm: 0.008559| num_tokens: 7,699
Step 00696/00701 | Training loss: 1.008993| lrm: 0.007133| num_tokens: 12,939
Step 00697/00701 | Training loss: 0.818547| lrm: 0.005706| num_tokens: 10,980
Step 00698/00701 | Training loss: 0.800103| lrm: 0.004280| num_tokens: 9,928
Step 00699/00701 | Training loss: 0.781520| lrm: 0.002853| num_tokens: 10,009
Step 00700 | Validation loss: 1.019758
Final: 356/1024 (34.77%)
Final: 452/1024 (44.14%)
Step 00700 | mmlu_acc: 0.347656, arc_easy_acc: 0.441406
2025-11-30 21:02:50,786 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved model parameters to: /home/ubuntu/.cache/nanochat/chatsft_checkpoints/d20/model_000700.pt
2025-11-30 21:02:50,787 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved metadata to: /home/ubuntu/.cache/nanochat/chatsft_checkpoints/d20/meta_000700.json
✅ Saved model checkpoint to /home/ubuntu/.cache/nanochat/chatsft_checkpoints/d20
